,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Week,Month
805,National,2021/03/16,"68,500,715","259,738,808","1,341,121,521","362,107,944","319,525,291","163,946,003","208,441,745","197,136,975","61,732,562","18,935,171","6,966,035","1,353,333","976,462",11,3
806,National,2021/03/17,"68,553,424","259,686,099","1,269,324,941","339,726,789","303,462,353","155,690,572","197,884,172","186,538,103","58,555,813","18,231,260","6,949,579","1,430,659","855,641",11,3
807,National,2021/03/18,"67,993,087","260,246,436","1,278,701,835","343,656,245","305,229,131","155,765,142","197,645,772","187,221,617","59,613,407","19,276,962","7,820,963","1,552,102","920,494",11,3
808,National,2021/03/19,"64,594,417","263,645,106","1,294,563,879","346,898,689","310,140,737","157,445,644","198,486,172","186,595,583","60,002,827","21,473,085","10,741,794","1,880,871","898,477",11,3
809,National,2021/03/20,"67,994,161","260,245,362","1,215,141,937","328,893,756","291,628,237","149,655,633","186,318,741","169,375,234","56,581,860","22,138,024","8,542,461","1,267,829","740,162",11,3
810,National,2021/03/21,"69,616,200","258,623,323","1,132,193,517","314,828,691","272,628,543","136,981,401","169,444,950","150,346,022","50,128,224","22,413,861","12,284,529","2,145,753","991,543",12,3
811,National,2021/03/22,"69,182,403","259,057,120","1,321,266,805","364,309,950","311,218,505","158,785,577","202,066,940","193,058,615","61,572,796","19,529,248","7,929,050","1,683,844","1,112,280",12,3
812,National,2021/03/23,"67,413,573","260,825,950","1,396,820,832","383,264,777","331,240,394","169,321,389","215,319,912","204,613,404","64,169,759","19,456,299","7,040,586","1,471,610","922,702",12,3
813,National,2021/03/24,"67,321,050","260,918,473","1,376,040,146","375,491,941","326,022,528","166,985,599","212,813,016","202,573,643","63,599,249","19,412,432","6,976,312","1,351,747","813,679",12,3
814,National,2021/03/25,"66,236,648","262,002,875","1,396,491,878","387,729,520","336,417,297","169,462,000","212,960,879","198,431,996","61,871,591","19,444,413","7,778,623","1,533,495","862,064",12,3
815,National,2021/03/26,"63,747,004","264,492,519","1,349,080,134","367,057,000","323,134,285","165,132,103","206,073,330","192,484,172","59,797,056","21,125,204","10,946,450","2,260,798","1,069,736",12,3
816,National,2021/03/27,"66,285,999","261,953,524","1,299,008,561","359,188,531","310,906,679","158,952,175","197,408,188","179,550,518","59,558,559","22,797,707","8,565,114","1,332,609","748,481",12,3
817,National,2021/03/28,"73,054,136","255,185,387","1,153,257,744","310,383,840","273,254,171","139,804,807","175,986,594","160,223,549","53,536,413","23,508,225","12,963,308","2,444,216","1,152,621",13,3
818,National,2021/03/29,"70,248,610","257,990,913","1,272,344,148","347,471,510","299,176,492","153,138,698","195,597,131","186,645,368","59,661,728","19,313,536","8,325,616","1,834,120","1,179,949",13,3
819,National,2021/03/30,"67,365,859","260,873,664","1,333,185,958","365,777,827","316,995,588","162,008,201","205,680,743","193,937,180","61,007,530","18,768,785","6,837,500","1,371,223","801,381",13,3
820,National,2021/03/31,"67,080,586","261,158,937","1,361,777,205","372,159,376","319,702,322","164,788,716","211,336,125","200,919,226","62,787,924","19,684,308","7,792,881","1,631,337","974,990",13,3
821,National,2021/04/01,"68,499,089","259,740,434","1,325,970,576","358,761,275","316,933,537","161,436,377","204,146,512","191,363,507","60,799,496","20,239,546","9,223,067","1,987,002","1,080,257",13,4
822,National,2021/04/02,"64,507,992","263,731,531","1,342,038,670","363,684,005","319,498,792","162,888,964","205,106,985","192,187,119","61,174,198","22,223,452","11,937,835","2,310,142","1,027,178",13,4
823,National,2021/04/03,"66,688,316","261,551,207","1,255,165,245","344,311,373","299,114,898","153,624,925","191,501,092","173,905,490","58,035,040","23,026,053","9,384,705","1,473,277","788,392",13,4
824,National,2021/04/04,"72,899,402","255,340,121","1,051,125,920","285,943,937","242,636,610","123,293,965","158,680,120","150,105,703","51,667,487","23,141,856","12,410,515","2,173,023","1,072,704",14,4
825,National,2021/04/05,"68,253,572","259,985,951","1,353,289,717","373,029,149","318,092,102","162,628,115","206,852,721","197,305,371","62,868,750","20,648,217","9,036,513","1,780,574","1,048,205",14,4
826,National,2021/04/06,"66,057,196","262,182,327","1,302,319,558","370,719,248","311,166,909","155,281,909","195,570,609","184,605,914","58,055,801","18,062,211","6,683,989","1,333,291","839,677",14,4
827,National,2021/04/07,"67,691,310","260,548,213","1,384,073,583","379,066,250","325,333,045","166,421,570","212,851,190","204,487,540","65,160,726","20,497,687","7,781,078","1,568,901","905,596",14,4
828,National,2021/04/08,"65,595,264","262,644,259","1,397,675,526","386,383,714","333,351,557","167,965,725","213,005,326","201,443,430","63,818,828","20,575,521","8,510,681","1,695,953","924,791",14,4
829,National,2021/04/09,"63,341,112","264,898,411","1,420,492,810","387,970,147","336,225,156","170,970,295","217,038,960","206,005,236","65,746,012","22,639,729","10,850,892","2,040,967","1,005,416",14,4
830,National,2021/04/10,"66,794,446","261,445,077","1,327,177,088","356,434,969","319,437,919","163,073,671","202,625,412","184,909,025","62,377,847","25,131,026","10,577,234","1,697,546","912,439",14,4
831,National,2021/04/11,"73,604,043","254,635,480","1,184,179,748","324,733,540","280,578,118","142,947,718","180,545,153","163,997,853","53,902,089","23,052,737","11,516,118","1,947,607","958,815",15,4
832,National,2021/04/12,"69,895,938","258,343,585","1,425,078,762","393,794,535","340,177,813","173,496,691","219,937,934","206,642,142","62,970,480","18,750,306","6,913,466","1,420,716","974,679",15,4
833,National,2021/04/13,"68,072,965","260,166,558","1,433,062,513","396,863,900","342,351,713","174,350,165","221,678,871","207,710,138","63,309,133","18,604,328","6,237,778","1,191,790","764,697",15,4
834,National,2021/04/14,"69,303,434","258,936,089","1,439,717,230","392,581,285","342,563,260","176,368,336","225,323,753","211,571,224","64,115,865","18,656,674","6,410,857","1,321,822","804,154",15,4
835,National,2021/04/15,"67,964,068","260,275,455","1,448,300,545","398,492,347","347,879,026","176,627,342","223,778,217","208,042,841","63,743,780","19,701,360","7,692,397","1,480,319","862,916",15,4
836,National,2021/04/16,"65,208,976","263,030,547","1,525,587,537","414,522,063","364,375,093","187,069,602","236,757,163","219,642,932","67,581,355","22,555,711","10,379,164","1,788,241","916,213",15,4
837,National,2021/04/17,"67,744,227","260,495,296","1,333,460,758","366,404,338","313,706,300","161,876,038","203,649,467","187,824,915","62,798,999","25,108,963","9,911,699","1,396,448","783,591",15,4
838,National,2021/04/18,"73,594,347","254,645,176","1,203,628,220","327,835,143","283,514,429","144,871,327","184,257,678","169,214,611","55,720,492","23,717,482","11,602,464","1,921,175","973,419",16,4
839,National,2021/04/19,"69,061,882","259,177,641","1,438,509,099","396,627,485","342,057,986","175,097,621","222,707,286","209,120,251","63,894,391","19,406,483","7,250,906","1,407,692","938,998",16,4
840,National,2021/04/20,"66,763,683","261,475,840","1,456,740,947","403,360,884","349,544,457","177,669,972","225,273,586","210,402,028","63,775,403","18,703,040","6,149,421","1,129,418","732,738",16,4
841,National,2021/04/21,"69,997,656","258,241,867","1,364,989,134","366,716,951","322,213,528","167,406,420","215,716,663","204,204,428","62,033,190","18,271,865","6,392,387","1,256,855","776,847",16,4
842,National,2021/04/22,"73,981,410","254,258,113","1,345,537,143","363,002,477","322,814,476","164,339,096","208,748,250","195,993,612","60,939,640","19,249,719","7,878,122","1,605,639","966,112",16,4
843,National,2021/04/23,"71,030,240","257,209,283","1,368,560,687","365,832,906","326,509,271","167,517,305","212,665,048","199,633,559","62,186,120","21,218,968","10,120,442","1,893,370","983,698",16,4
844,National,2021/04/24,"73,929,485","254,310,038","1,254,390,925","335,262,594","299,366,947","154,461,652","193,855,292","177,649,340","58,998,992","23,144,265","9,308,672","1,475,241","867,930",16,4
845,National,2021/04/25,"78,997,796","249,241,727","1,092,683,376","293,950,568","256,752,540","131,216,105","167,645,292","155,075,361","51,717,177","22,080,233","11,221,309","1,982,194","1,042,597",17,4
846,National,2021/04/26,"74,344,323","253,895,200","1,343,107,281","372,697,205","319,620,103","163,196,711","206,771,195","193,646,140","59,410,198","18,296,128","7,019,779","1,453,231","996,591",17,4
847,National,2021/04/27,"74,416,017","253,823,506","1,314,737,030","346,700,533","315,469,869","161,046,968","206,874,479","196,547,468","60,928,879","18,195,000","6,687,755","1,362,775","923,304",17,4
848,National,2021/04/28,"73,765,441","254,474,082","1,344,393,790","360,228,308","322,729,203","165,198,004","209,601,321","197,757,597","61,225,795","18,479,797","6,869,302","1,419,721","884,742",17,4
849,National,2021/04/29,"72,933,047","255,306,476","1,404,083,275","393,955,747","332,691,906","169,722,327","215,472,731","201,831,817","61,770,853","18,931,111","7,359,409","1,477,570","869,804",17,4
850,National,2021/04/30,"71,564,822","256,674,701","1,378,823,787","367,766,572","328,703,893","168,961,519","214,805,154","201,696,932","62,762,677","21,260,616","9,997,891","1,876,616","991,917",17,4
851,National,2021/05/01,"74,669,626","253,569,897","1,255,629,358","333,291,265","299,396,713","154,706,645","194,355,159","178,575,094","59,575,079","23,589,391","9,676,086","1,554,720","909,206",17,5
852,National,2021/05/02,"78,783,131","249,456,392","1,115,713,325","302,573,379","263,677,959","134,191,006","170,451,461","156,345,552","51,870,139","22,185,085","11,365,448","2,002,070","1,051,226",18,5
853,National,2021/05/03,"73,830,993","254,408,530","1,299,510,463","364,468,582","311,151,716","156,419,339","197,527,845","185,358,796","57,661,804","17,710,548","6,856,793","1,416,791","938,249",18,5
854,National,2021/05/04,"74,163,225","254,076,298","1,325,646,898","350,880,086","320,048,089","163,096,534","208,012,697","196,161,762","60,406,576","18,087,460","6,653,256","1,374,504","925,934",18,5
855,National,2021/05/05,"74,344,072","253,895,451","1,397,570,801","371,464,075","336,260,999","172,371,926","220,062,196","206,764,142","62,771,505","18,737,794","6,837,453","1,403,259","897,452",18,5
856,National,2021/05/06,"73,270,901","254,968,622","1,416,571,856","404,193,804","333,050,732","170,206,395","215,553,617","202,097,230","62,300,054","19,196,419","7,490,437","1,528,381","954,787",18,5
857,National,2021/05/07,"71,485,323","256,754,200","1,408,046,701","378,933,407","336,463,640","172,260,218","218,302,626","204,040,753","63,358,189","21,566,113","10,235,819","1,889,616","996,320",18,5
858,National,2021/05/08,"74,251,876","253,987,647","1,266,940,633","341,403,582","301,086,491","155,009,307","194,682,191","178,979,087","59,779,268","23,810,828","9,768,814","1,528,812","892,253",18,5
859,National,2021/05/09,"78,429,756","249,809,767","1,123,232,566","306,723,039","264,834,576","134,437,588","171,218,854","157,144,190","52,152,703","22,277,196","11,353,204","2,012,932","1,078,284",19,5
860,National,2021/05/10,"74,610,211","253,629,312","1,393,048,816","400,268,196","332,416,198","165,715,466","210,086,117","196,650,474","60,410,440","18,320,060","6,881,829","1,380,584","919,452",19,5
861,National,2021/05/11,"73,042,352","255,197,171","1,356,125,732","364,919,553","326,839,900","166,321,724","211,239,477","198,007,111","60,923,567","18,479,366","6,968,112","1,452,660","974,262",19,5
862,National,2021/05/12,"73,374,752","254,864,771","1,410,348,120","396,847,748","336,033,156","170,161,033","215,839,441","201,832,248","61,706,457","18,597,456","6,916,454","1,441,435","972,692",19,5
863,National,2021/05/13,"73,661,747","254,577,776","1,357,580,929","364,166,976","322,979,609","166,256,983","212,738,284","200,330,998","62,065,029","19,147,014","7,434,369","1,517,340","944,327",19,5
864,National,2021/05/14,"71,516,573","256,722,950","1,422,212,822","386,428,674","339,809,178","173,127,156","219,548,885","204,846,282","63,583,969","21,650,225","10,268,538","1,920,460","1,029,455",19,5
865,National,2021/05/15,"74,655,238","253,584,285","1,298,284,031","352,602,479","309,773,025","158,627,279","198,944,905","181,736,042","60,421,354","23,930,798","9,768,341","1,552,050","927,758",19,5
866,National,2021/05/16,"78,810,266","249,429,257","1,114,472,239","303,771,753","262,194,491","133,460,113","169,810,478","156,071,149","52,016,691","22,409,557","11,561,044","2,052,181","1,124,782",20,5
867,National,2021/05/17,"76,388,927","251,850,596","1,363,123,733","376,907,848","325,335,907","164,163,635","209,976,107","198,271,841","61,151,336","18,286,018","6,739,276","1,371,426","920,339",20,5
868,National,2021/05/18,"73,279,749","254,959,774","1,316,162,712","390,453,293","310,026,400","154,416,242","194,858,444","183,073,149","56,992,611","17,378,270","6,595,069","1,378,285","990,949",20,5
869,National,2021/05/19,"73,869,986","254,369,537","1,407,012,901","379,908,227","340,210,363","172,340,507","218,948,003","205,075,253","62,416,667","18,731,151","6,950,098","1,443,091","989,541",20,5
870,National,2021/05/20,"73,719,844","254,519,679","1,370,030,795","360,168,447","326,796,605","169,914,504","216,631,817","203,251,514","63,081,543","19,777,602","7,839,365","1,585,436","983,962",20,5
871,National,2021/05/21,"71,599,008","256,640,515","1,411,399,284","382,810,783","336,754,112","172,063,016","217,900,175","203,416,446","63,334,901","21,705,080","10,394,795","1,947,951","1,072,025",20,5
872,National,2021/05/22,"74,635,738","253,603,785","1,283,793,430","347,991,202","305,697,416","156,960,808","196,610,397","179,874,989","60,080,453","24,042,149","9,975,846","1,589,681","970,489",20,5
873,National,2021/05/23,"76,294,354","251,945,169","1,269,874,539","385,547,625","310,353,502","153,492,027","184,699,393","155,976,657","48,514,331","19,336,189","9,118,381","1,648,687","1,187,747",21,5
874,National,2021/05/24,"72,910,290","255,329,233","1,367,458,891","389,945,098","323,849,204","164,593,152","206,939,698","192,175,709","60,190,746","19,285,789","7,773,738","1,576,364","1,129,393",21,5
875,National,2021/05/25,"76,285,092","251,954,431","1,280,971,768","316,485,698","303,718,944","159,411,775","208,079,494","200,771,546","63,418,543","19,359,242","7,317,227","1,469,020","940,279",21,5
876,National,2021/05/26,"73,913,927","254,325,596","1,296,205,514","387,953,221","298,488,214","148,535,913","189,704,196","182,888,797","58,754,618","19,351,926","8,005,853","1,605,218","917,558",21,5
877,National,2021/05/27,"74,555,193","253,684,330","1,321,743,912","335,566,789","315,482,866","162,700,663","209,836,775","200,730,269","64,031,466","21,400,910","9,167,910","1,816,561","1,009,703",21,5
878,National,2021/05/28,"72,825,512","255,414,011","1,289,631,900","328,977,210","305,073,002","157,858,376","204,616,573","193,654,979","62,061,281","22,930,017","11,345,174","2,167,404","947,884",21,5
879,National,2021/05/29,"75,341,288","252,898,235","1,183,407,407","295,575,565","289,778,611","150,808,796","188,341,418","168,636,719","54,557,183","22,183,962","10,638,911","1,955,883","930,359",21,5
880,National,2021/05/30,"77,342,729","250,896,794","1,120,133,422","275,330,984","265,291,090","138,682,500","180,577,346","171,940,047","56,214,728","20,430,561","8,893,330","1,706,205","1,066,631",22,5
881,National,2021/05/31,"77,590,004","250,649,519","1,215,149,290","364,031,247","291,463,389","143,248,241","174,907,348","153,574,426","49,995,717","21,925,674","12,588,063","2,320,547","1,094,638",22,5
882,National,2021/06/01,"74,155,529","254,083,994","1,351,130,431","361,569,233","324,853,999","166,730,510","211,092,054","196,372,287","60,951,581","19,257,887","7,729,652","1,596,564","976,664",22,6
883,National,2021/06/02,"74,159,877","254,079,646","1,299,448,802","358,640,000","308,240,483","157,281,113","200,128,217","189,045,157","58,943,739","17,986,026","6,819,351","1,442,983","921,733",22,6
884,National,2021/06/03,"73,974,937","254,264,586","1,374,138,188","370,520,630","328,567,240","167,220,844","214,000,205","202,225,485","62,534,983","19,184,446","7,364,049","1,529,957","990,349",22,6
885,National,2021/06/04,"72,018,162","256,221,361","1,384,932,279","371,361,045","330,753,774","169,245,532","214,630,105","200,575,055","62,870,773","21,806,983","10,640,481","2,007,710","1,040,821",22,6
886,National,2021/06/05,"75,117,253","253,122,270","1,260,422,364","338,213,699","300,180,943","154,334,942","193,650,929","177,440,185","59,676,758","24,162,794","10,191,357","1,631,565","939,192",22,6
887,National,2021/06/06,"78,671,937","249,567,586","1,145,874,135","318,274,841","272,567,135","137,912,989","173,285,663","156,149,920","51,473,817","21,911,415","11,193,103","1,996,593","1,108,659",23,6
888,National,2021/06/07,"74,384,544","253,854,979","1,399,361,277","409,760,091","333,714,060","165,497,419","207,731,809","193,883,986","60,252,100","18,758,091","7,263,926","1,507,313","992,482",23,6
889,National,2021/06/08,"74,806,436","253,433,087","1,351,505,592","359,183,916","322,739,345","164,997,540","211,610,443","201,029,795","62,794,494","19,288,447","7,425,624","1,494,892","941,096",23,6
890,National,2021/06/09,"74,843,541","253,395,982","1,300,304,204","329,855,570","309,781,503","161,658,196","209,010,016","198,943,829","62,144,235","19,151,487","7,342,227","1,488,176","928,965",23,6
891,National,2021/06/10,"73,908,535","254,330,988","1,303,731,829","354,767,087","307,830,202","157,838,976","202,239,232","191,354,965","60,315,183","19,131,210","7,674,564","1,606,766","973,644",23,6
892,National,2021/06/11,"72,286,891","255,952,632","1,368,355,261","361,183,224","325,757,480","167,316,499","213,813,765","200,847,541","63,364,717","22,228,967","10,796,413","2,035,534","1,011,121",23,6
893,National,2021/06/12,"75,250,754","252,988,769","1,248,010,197","327,936,573","298,980,906","154,344,893","193,879,294","177,019,890","59,069,087","23,858,645","10,290,243","1,700,222","930,444",23,6
894,National,2021/06/13,"79,127,853","249,111,670","1,112,042,335","300,868,380","261,660,644","133,549,724","170,026,423","156,004,649","52,174,590","22,675,104","11,853,553","2,121,440","1,107,828",24,6
895,National,2021/06/14,"75,024,249","253,215,274","1,296,398,825","345,719,508","314,398,081","158,106,753","201,559,992","189,297,054","58,995,019","18,470,430","7,308,894","1,568,367","974,727",24,6
896,National,2021/06/15,"73,453,008","254,786,515","1,377,706,379","378,409,116","326,079,920","167,624,344","213,411,309","200,549,282","62,498,294","19,181,256","7,441,248","1,540,409","971,201",24,6
897,National,2021/06/16,"75,130,011","253,109,512","1,318,293,629","346,324,433","311,528,482","161,663,411","208,418,990","199,082,591","62,249,076","19,247,409","7,342,587","1,496,234","940,416",24,6
898,National,2021/06/17,"74,168,754","254,070,769","1,380,736,888","389,533,438","326,157,312","165,324,398","210,495,351","198,280,332","61,608,768","19,277,452","7,542,715","1,538,873","978,249",24,6
899,National,2021/06/18,"72,089,435","256,150,088","1,387,343,640","369,479,808","329,966,113","169,461,326","215,944,493","202,609,024","63,703,065","22,229,709","10,857,116","2,048,833","1,044,153",24,6
900,National,2021/06/19,"75,121,222","253,118,301","1,262,785,294","336,106,440","300,170,107","154,908,788","194,994,047","178,997,864","60,174,731","24,428,623","10,382,358","1,675,997","946,339",24,6
901,National,2021/06/20,"78,664,742","249,574,781","1,105,143,501","301,328,180","259,182,053","131,898,329","168,168,327","154,921,088","52,026,450","22,591,372","11,771,590","2,125,887","1,130,225",25,6
902,National,2021/06/21,"73,816,280","254,423,243","1,367,621,664","386,875,842","324,198,056","163,577,473","207,495,335","195,025,920","61,143,001","19,233,409","7,523,654","1,560,894","988,080",25,6
903,National,2021/06/22,"74,664,353","253,575,170","1,255,913,426","327,046,552","298,550,948","154,273,184","198,434,861","189,721,098","59,790,896","18,465,731","7,193,285","1,490,048","946,823",25,6
904,National,2021/06/23,"74,284,373","253,955,150","1,301,892,492","346,427,586","310,562,152","158,362,126","203,766,659","193,565,511","60,691,917","18,808,376","7,236,624","1,509,256","962,285",25,6
905,National,2021/06/24,"73,787,108","254,452,415","1,399,785,422","394,191,841","328,365,447","166,490,370","213,617,377","203,524,157","63,570,020","19,721,622","7,663,074","1,609,389","1,032,125",25,6
906,National,2021/06/25,"71,733,298","256,506,225","1,372,051,789","366,971,113","325,000,527","166,599,209","212,906,001","200,904,545","63,523,504","22,197,754","10,823,571","2,063,519","1,062,046",25,6
907,National,2021/06/26,"74,746,249","253,493,274","1,250,053,050","333,802,592","296,240,826","152,614,151","192,540,251","177,579,417","59,952,705","24,332,189","10,336,090","1,690,463","964,366",25,6
908,National,2021/06/27,"78,151,091","250,088,432","1,151,592,072","317,534,732","271,926,875","139,542,987","176,722,482","159,569,637","51,798,633","21,128,569","10,383,675","1,905,664","1,078,818",26,6
909,National,2021/06/28,"73,953,297","254,286,226","1,396,474,274","394,883,553","334,061,719","168,963,232","213,628,126","197,998,273","60,158,882","17,800,591","6,606,322","1,418,642","954,934",26,6
910,National,2021/06/29,"73,883,797","254,355,726","1,289,957,688","346,788,488","307,289,661","154,612,657","197,964,787","190,868,957","61,243,962","19,930,597","8,352,951","1,749,799","1,155,829",26,6
911,National,2021/06/30,"72,423,778","255,815,745","1,336,475,422","366,881,352","310,033,066","158,345,502","204,935,511","198,518,028","64,173,245","21,508,630","9,042,363","1,838,484","1,199,241",26,6
912,National,2021/07/01,"71,390,532","256,848,991","1,361,539,871","388,148,489","318,042,050","159,057,638","204,406,977","196,315,431","62,656,974","20,910,141","8,889,709","1,863,970","1,248,492",26,7
913,National,2021/07/02,"69,998,600","258,240,923","1,378,320,349","389,532,726","328,796,423","160,841,153","204,083,483","194,667,568","62,803,250","22,664,823","11,207,156","2,312,946","1,410,821",26,7
914,National,2021/07/03,"70,547,021","257,692,502","1,368,493,304","387,033,163","321,722,611","159,224,789","201,378,167","190,714,736","64,904,974","26,649,311","12,822,720","2,475,162","1,567,671",26,7
915,National,2021/07/04,"75,606,784","252,632,739","1,262,477,217","346,161,313","296,366,037","148,748,228","191,360,926","183,320,222","60,401,539","22,319,067","10,136,609","2,174,521","1,488,755",27,7
916,National,2021/07/05,"73,058,889","255,180,634","1,432,992,964","416,592,023","343,309,613","166,006,950","209,488,038","198,193,349","63,763,288","22,196,347","9,719,931","2,147,068","1,576,357",27,7
917,National,2021/07/06,"76,475,416","251,764,107","1,237,910,283","337,346,228","290,793,905","147,119,997","190,788,780","184,793,217","58,566,701","18,244,821","7,379,918","1,652,626","1,224,090",27,7
918,National,2021/07/07,"72,116,522","256,123,001","1,336,248,177","373,830,164","316,788,420","156,976,977","201,051,496","193,135,000","61,810,466","20,501,414","8,811,265","1,942,253","1,400,722",27,7
919,National,2021/07/08,"71,268,189","256,971,334","1,393,219,357","415,502,908","326,770,878","159,434,355","202,563,403","193,518,018","61,901,371","20,813,899","9,187,334","2,052,984","1,474,207",27,7
920,National,2021/07/09,"69,428,579","258,810,944","1,407,595,248","400,988,315","333,064,066","163,892,292","207,812,905","197,138,906","63,595,381","23,866,567","13,041,790","2,654,640","1,540,386",27,7
921,National,2021/07/10,"72,296,157","255,943,366","1,282,398,446","364,383,584","303,967,682","150,317,330","187,934,007","173,992,107","59,772,898","25,992,697","12,447,579","2,187,063","1,403,499",27,7
922,National,2021/07/11,"76,414,107","251,825,416","1,115,358,389","311,558,485","262,324,407","131,475,735","166,800,011","153,524,969","51,602,567","22,560,431","11,975,712","2,234,556","1,301,516",28,7
923,National,2021/07/12,"72,314,514","255,925,009","1,351,276,416","388,126,841","322,323,596","159,224,367","201,670,500","190,541,785","59,945,897","19,009,296","7,618,445","1,663,403","1,152,286",28,7
924,National,2021/07/13,"71,456,341","256,783,182","1,362,223,815","373,645,566","324,457,556","163,253,113","208,765,778","198,787,528","62,607,121","19,891,160","7,939,964","1,705,651","1,170,378",28,7
925,National,2021/07/14,"73,233,921","255,005,602","1,282,554,674","344,605,642","300,966,565","154,061,513","200,155,313","192,717,737","60,840,815","18,997,911","7,527,827","1,605,256","1,076,095",28,7
926,National,2021/07/15,"71,873,156","256,366,367","1,333,860,382","373,950,798","315,411,825","158,699,127","202,183,551","193,200,987","61,035,957","19,056,452","7,562,770","1,626,519","1,132,396",28,7
927,National,2021/07/16,"70,009,777","258,229,746","1,371,226,957","372,144,397","325,004,605","164,466,619","210,089,638","199,134,752","63,330,619","22,439,279","11,196,371","2,205,545","1,215,132",28,7
928,National,2021/07/17,"72,902,565","255,336,958","1,249,014,438","338,188,299","296,631,696","150,856,066","190,003,784","175,759,908","59,524,657","24,439,046","10,686,730","1,817,072","1,107,180",28,7
929,National,2021/07/18,"77,021,175","251,218,348","1,098,126,136","305,499,241","258,680,931","129,035,644","164,053,896","151,716,728","51,170,536","22,446,068","11,984,361","2,242,746","1,295,985",29,7
930,National,2021/07/19,"72,782,544","255,456,979","1,324,290,216","375,256,045","317,685,136","156,489,868","198,579,645","187,942,412","59,191,678","18,782,521","7,562,699","1,659,175","1,141,037",29,7
931,National,2021/07/20,"70,777,273","257,462,250","1,437,827,275","407,505,554","341,930,547","170,528,003","216,767,597","205,448,684","64,381,925","20,239,068","8,090,836","1,734,231","1,200,830",29,7
932,National,2021/07/21,"72,125,023","256,114,500","1,356,381,843","373,097,213","320,948,001","161,831,546","208,038,983","199,548,230","62,873,871","19,559,927","7,679,967","1,649,837","1,154,268",29,7
933,National,2021/07/22,"75,001,165","253,238,358","1,165,212,874","314,542,121","276,462,565","139,220,135","179,594,626","173,422,897","55,123,119","17,375,569","6,947,756","1,504,021","1,020,065",29,7
934,National,2021/07/23,"70,552,213","257,687,310","1,365,036,967","371,838,332","324,725,465","163,234,544","208,237,025","197,501,230","62,787,395","22,198,976","11,101,287","2,192,332","1,220,381",29,7
935,National,2021/07/24,"73,403,836","254,835,687","1,241,592,552","337,677,528","295,532,114","149,294,537","187,978,621","174,228,471","59,116,732","24,270,397","10,590,718","1,796,179","1,107,255",29,7
936,National,2021/07/25,"76,524,481","251,715,042","1,115,012,008","315,881,389","264,825,627","130,067,272","164,201,392","151,216,927","50,896,830","22,377,180","11,990,690","2,250,227","1,304,474",30,7
937,National,2021/07/26,"72,157,293","256,082,230","1,358,438,323","395,589,079","327,188,073","158,806,116","199,901,945","188,399,035","59,254,756","18,871,291","7,617,045","1,663,390","1,147,593",30,7
938,National,2021/07/27,"72,060,411","256,179,112","1,333,173,011","372,442,310","317,794,103","158,134,148","202,035,678","192,647,764","60,705,271","19,004,538","7,617,857","1,652,386","1,138,956",30,7
939,National,2021/07/28,"73,193,726","255,045,797","1,253,904,962","343,719,291","297,447,131","149,075,111","191,514,780","184,904,880","58,593,412","18,518,979","7,431,428","1,605,006","1,094,944",30,7
940,National,2021/07/29,"70,907,718","257,331,805","1,399,006,640","400,669,895","338,870,547","164,558,017","207,602,756","196,130,534","61,403,551","19,312,959","7,658,803","1,648,829","1,150,749",30,7
941,National,2021/07/30,"69,929,444","258,310,079","1,378,590,454","381,760,424","330,542,959","163,683,644","207,507,876","196,174,942","62,292,763","22,102,811","11,102,769","2,199,429","1,222,837",30,7
942,National,2021/07/31,"72,689,204","255,550,319","1,253,111,388","346,366,063","300,757,874","149,675,059","187,231,822","172,909,012","58,565,207","24,114,967","10,579,705","1,802,227","1,109,452",30,7
943,National,2021/08/01,"76,403,872","251,835,651","1,109,094,852","316,578,861","264,354,328","128,684,229","162,204,335","149,550,608","50,316,738","22,085,890","11,815,426","2,215,164","1,289,273",31,8
944,National,2021/08/02,"72,630,380","255,609,143","1,352,832,000","395,678,520","327,354,291","157,297,903","197,845,524","186,868,300","58,768,616","18,685,167","7,537,965","1,651,736","1,143,978",31,8
945,National,2021/08/03,"70,881,967","257,357,556","1,359,844,532","390,198,611","330,858,783","159,745,889","200,759,132","190,008,401","59,353,328","18,663,433","7,504,773","1,629,415","1,122,767",31,8
946,National,2021/08/04,"69,064,909","259,174,614","1,438,807,636","419,506,931","349,709,291","167,891,545","210,289,883","198,508,854","62,332,869","19,721,173","7,942,092","1,718,247","1,186,751",31,8
947,National,2021/08/05,"76,511,829","251,727,694","1,179,054,023","312,832,940","274,025,821","140,569,454","184,908,308","181,217,856","57,823,681","18,044,037","7,078,378","1,508,904","1,044,644",31,8
948,National,2021/08/06,"70,398,061","257,841,462","1,379,814,886","384,499,298","331,917,683","162,954,175","206,393,194","195,490,342","62,092,444","22,016,828","11,047,689","2,186,449","1,216,784",31,8
949,National,2021/08/07,"72,758,114","255,481,409","1,247,181,937","346,864,712","300,372,704","148,202,351","185,188,460","171,313,568","58,021,377","23,868,063","10,469,410","1,783,059","1,098,233",31,8
